|	no. of generations	|	minimum fitness 	|	50th percentile fitness	|	maximum fitness 	|
-----------------------------------------------------------------------------------------------------------------------
 [5.44242424e+01 6.63636364e+01 3.60000000e-02 1.20000000e-01
  6.56565657e-03 5.45454545e+00 8.08080808e+00]
 [1.85454545e+01 8.54545455e+01 3.60000000e-02 1.20000000e-01
  8.48484848e-03 1.00000000e+00 4.64646465e+00]
 [2.00000000e+01 1.05909091e+02 3.60000000e-02 1.20000000e-01
  8.98989899e-03 9.59595960e+00 7.87878788e+00]]|		10		|	1.41E-06		|	6.41E-06		|	1.00E+03		|
[[2.00000000e+01 2.00000000e+01 3.60000000e-02 1.20000000e-01
  3.00000000e-04 1.00000000e+00 5.00000000e-01]
 [8.93333333e+01 1.34545455e+02 3.60000000e-02 1.20000000e-01
  3.33333333e-03 8.58585859e+00 2.62626263e+00]
 [8.83636364e+01 1.34545455e+02 3.60000000e-02 1.20000000e-01
  3.23232323e-03 6.16161616e+00 4.14141414e+00]
 [5.53939394e+01 2.68181818e+01 3.60000000e-02 1.20000000e-01
  8.18181818e-03 6.16161616e+00 0.00000000e+00]
 [1.00000000e+02 9.50000000e+01 3.60000000e-02 1.20000000e-01
  9.69696970e-03 6.16161616e+00 5.00000000e-01]
 [2.04848485e+01 4.72727273e+01 3.60000000e-02 1.20000000e-01
  9.19191919e-03 9.49494949e+00 5.00000000e-01]
 [7.38181818e+01 1.19545455e+02 3.60000000e-02 1.20000000e-01
  7.97979798e-03 4.84848485e+00 5.45454545e+00]
 [7.67272727e+01 1.34545455e+02 3.60000000e-02 0.00000000e+00
  7.07070707e-04 4.24242424e+00 1.01010101e-01]
 [5.15151515e+01 9.77272727e+01 3.60000000e-02 1.20000000e-01
  9.19191919e-03 9.49494949e+00 3.33333333e+00]
 [9.70909091e+01 1.34545455e+02 3.60000000e-02 1.20000000e-01
  3.83838384e-03 1.31313131e+00 5.00000000e-01]
 [2.14545455e+01 9.50000000e+01 3.60000000e-02 1.20000000e-01
  4.14141414e-03 2.52525253e+00 0.00000000e+00]
 [3.01818182e+01 4.59090909e+01 3.60000000e-02 1.20000000e-01
  2.52525253e-03 2.52525253e+00 5.00000000e-01]
 [4.27878788e+01 1.11363636e+02 3.60000000e-02 1.20000000e-01
  7.07070707e-03 1.00000000e+00 5.00000000e-01]
 [5.15151515e+01 9.09090909e+00 3.60000000e-02 1.20000000e-01
  9.19191919e-03 6.66666667e+00 4.04040404e-01]
 [1.75757576e+01 1.27727273e+02 3.60000000e-02 1.20000000e-01
  7.47474747e-03 1.51515152e+00 4.04040404e-01]
 [6.80000000e+01 6.50000000e+01 3.60000000e-02 1.20000000e-01
  1.01010101e-03 1.00000000e+00 5.00000000e-01]
 [5.63636364e+01 3.22727273e+01 3.60000000e-02 1.20000000e-01
  9.19191919e-03 8.08080808e-01 5.00000000e-01]
 [6.70303030e+01 9.63636364e+01 3.60000000e-02 1.20000000e-01
  8.38383838e-03 2.32323232e+00 2.72727273e+00]
 [5.24848485e+01 1.01818182e+02 3.60000000e-02 1.20000000e-01
  9.49494949e-03 1.61616162e+00 2.22222222e+00]
 [3.01818182e+01 2.00000000e+01 3.60000000e-02 1.20000000e-01
  3.33333333e-03 6.96969697e+00 8.08080808e-01]]|		10		|	1.40E-06		|	4.97E-06		|	1.00E+03		|
|		20		|	1.38E-06		|	4.57E-06		|	1.00E+03		|
|		30		|	1.42E-06		|	4.94E-06		|	1.00E+03		|
|		40		|	1.39E-06		|	4.39E-06		|	1.00E+03		|
|		50		|	1.25E-06		|	4.55E-06		|	1.00E+03		|
|		60		|	1.37E-06		|	4.65E-06		|	1.00E+03		|
|		10		|	1.39E-06		|	6.37E-06		|	1.00E+03		|
|		10		|	1.38E-06		|	4.37E-06		|	1.63E-05		|
|		20		|	1.44E-06		|	4.29E-06		|	1.63E-05		|
|		30		|	1.40E-06		|	4.49E-06		|	1.63E-05		|
|		40		|	1.40E-06		|	4.43E-06		|	1.63E-05		|
|		50		|	1.41E-06		|	6.07E-06		|	1.63E-05		|
|		60		|	1.38E-06		|	4.34E-06		|	1.63E-05		|
|		70		|	1.40E-06		|	6.51E-06		|	1.63E-05		|
|		80		|	1.38E-06		|	4.38E-06		|	1.63E-05		|
|		90		|	5.22E-07		|	4.25E-06		|	1.63E-05		|
|		100		|	1.40E-06		|	5.09E-06		|	1.63E-05		|
|		110		|	1.41E-06		|	6.07E-06		|	1.63E-05		|
|		120		|	1.40E-06		|	6.19E-06		|	1.63E-05		|
|		130		|	1.43E-06		|	4.44E-06		|	1.63E-05		|
|		140		|	1.41E-06		|	4.88E-06		|	1.63E-05		|
|		150		|	1.39E-06		|	5.96E-06		|	1.63E-05		|
|		160		|	1.42E-06		|	5.06E-06		|	1.65E-05		|
|		170		|	9.12E-07		|	4.79E-06		|	1.65E-05		|
|		180		|	1.40E-06		|	4.83E-06		|	1.65E-05		|
|		190		|	1.42E-06		|	4.78E-06		|	1.65E-05		|
|		200		|	1.41E-06		|	4.91E-06		|	1.65E-05		|
|		210		|	1.41E-06		|	5.08E-06		|	1.65E-05		|
|		220		|	1.41E-06		|	4.56E-06		|	1.65E-05		|
|		230		|	1.43E-06		|	5.38E-06		|	1.65E-05		|
|		240		|	1.40E-06		|	4.29E-06		|	1.65E-05		|
|		250		|	1.43E-06		|	6.10E-06		|	1.65E-05		|
|		260		|	1.43E-06		|	4.70E-06		|	1.65E-05		|
|		270		|	1.40E-06		|	4.39E-06		|	1.65E-05		|
|		280		|	1.42E-06		|	4.58E-06		|	1.65E-05		|
|		290		|	1.40E-06		|	4.42E-06		|	1.65E-05		|
|		300		|	1.49E-06		|	4.51E-06		|	1.65E-05		|
|		310		|	1.40E-06		|	4.37E-06		|	1.65E-05		|
|		320		|	1.40E-06		|	5.03E-06		|	1.65E-05		|
|		330		|	1.44E-06		|	6.25E-06		|	1.65E-05		|
|		340		|	1.39E-06		|	5.83E-06		|	1.65E-05		|
|		350		|	1.41E-06		|	5.02E-06		|	1.65E-05		|
|		360		|	1.39E-06		|	4.90E-06		|	1.65E-05		|
|		370		|	1.40E-06		|	4.28E-06		|	1.65E-05		|
|		380		|	1.05E-06		|	4.95E-06		|	1.65E-05		|
|		390		|	1.40E-06		|	5.48E-06		|	1.65E-05		|
|		400		|	1.43E-06		|	5.40E-06		|	1.65E-05		|
|		410		|	1.39E-06		|	5.39E-06		|	1.65E-05		|
|		420		|	1.39E-06		|	5.82E-06		|	1.65E-05		|
|		430		|	1.43E-06		|	6.05E-06		|	1.65E-05		|
|		440		|	1.39E-06		|	4.64E-06		|	1.65E-05		|
|		450		|	1.39E-06		|	4.33E-06		|	1.65E-05		|
|		460		|	1.40E-06		|	4.44E-06		|	1.65E-05		|
|		470		|	1.40E-06		|	6.06E-06		|	1.65E-05		|
|		480		|	1.43E-06		|	6.45E-06		|	1.65E-05		|
|		490		|	1.40E-06		|	4.95E-06		|	1.65E-05		|
|		500		|	1.39E-06		|	4.53E-06		|	1.65E-05		|
|		510		|	1.41E-06		|	4.65E-06		|	1.65E-05		|
|		520		|	1.38E-06		|	4.88E-06		|	1.65E-05		|
|		530		|	1.42E-06		|	6.04E-06		|	1.65E-05		|
|		540		|	1.43E-06		|	5.55E-06		|	1.65E-05		|
|		550		|	1.41E-06		|	5.45E-06		|	1.65E-05		|
|		560		|	1.40E-06		|	5.08E-06		|	1.93E-05		|
|		570		|	1.40E-06		|	6.17E-06		|	1.93E-05		|
|		580		|	1.41E-06		|	4.82E-06		|	1.93E-05		|
|		590		|	1.43E-06		|	4.39E-06		|	1.93E-05		|
|		600		|	1.38E-06		|	5.34E-06		|	1.93E-05		|
|		610		|	1.41E-06		|	4.89E-06		|	1.93E-05		|
|		620		|	1.41E-06		|	4.94E-06		|	1.93E-05		|
|		630		|	1.42E-06		|	4.68E-06		|	1.93E-05		|
|		640		|	1.40E-06		|	4.46E-06		|	1.93E-05		|
|		650		|	1.39E-06		|	4.89E-06		|	1.93E-05		|
|		660		|	1.40E-06		|	4.41E-06		|	1.93E-05		|
|		670		|	1.09E-06		|	4.34E-06		|	1.93E-05		|
|		680		|	1.40E-06		|	4.22E-06		|	1.93E-05		|
|		690		|	1.39E-06		|	4.66E-06		|	1.93E-05		|
|		700		|	1.39E-06		|	4.39E-06		|	1.93E-05		|
|		710		|	1.44E-06		|	5.74E-06		|	1.93E-05		|
|		720		|	1.42E-06		|	4.35E-06		|	1.93E-05		|
|		730		|	1.22E-06		|	4.71E-06		|	1.93E-05		|
|		740		|	1.45E-06		|	5.21E-06		|	1.93E-05		|
|		750		|	1.41E-06		|	4.77E-06		|	1.93E-05		|
|		760		|	1.39E-06		|	4.96E-06		|	1.93E-05		|
|		770		|	1.40E-06		|	4.40E-06		|	1.93E-05		|
|		780		|	1.44E-06		|	4.74E-06		|	1.93E-05		|
|		790		|	1.40E-06		|	4.57E-06		|	1.93E-05		|
|		800		|	1.42E-06		|	5.23E-06		|	1.93E-05		|
|		810		|	1.18E-06		|	4.36E-06		|	1.93E-05		|
|		820		|	1.40E-06		|	4.60E-06		|	1.93E-05		|
|		830		|	1.42E-06		|	4.68E-06		|	1.93E-05		|
|		840		|	1.41E-06		|	5.64E-06		|	1.93E-05		|
|		850		|	1.43E-06		|	5.68E-06		|	3.60E-05		|
|		860		|	1.17E-06		|	4.27E-06		|	3.60E-05		|
|		870		|	1.44E-06		|	5.45E-06		|	3.60E-05		|
|		880		|	1.40E-06		|	4.26E-06		|	3.60E-05		|
|		890		|	1.38E-06		|	5.68E-06		|	3.60E-05		|
|		900		|	1.39E-06		|	4.32E-06		|	3.60E-05		|
|		910		|	1.15E-06		|	6.22E-06		|	3.60E-05		|
|		920		|	5.08E-07		|	4.09E-06		|	3.60E-05		|
|		930		|	1.45E-06		|	6.31E-06		|	3.60E-05		|
|		940		|	1.42E-06		|	5.60E-06		|	3.60E-05		|
|		950		|	1.40E-06		|	4.86E-06		|	3.60E-05		|
|		960		|	1.47E-06		|	4.62E-06		|	3.60E-05		|
|		970		|	1.41E-06		|	5.79E-06		|	3.60E-05		|
|		980		|	1.40E-06		|	4.96E-06		|	3.60E-05		|
|		990		|	1.39E-06		|	4.54E-06		|	3.60E-05		|
|		1000		|	1.43E-06		|	5.45E-06		|	3.60E-05		|
|		1010		|	1.38E-06		|	6.23E-06		|	3.60E-05		|
|		1020		|	1.40E-06		|	6.29E-06		|	5.29E-05		|
|		1030		|	1.41E-06		|	4.38E-06		|	5.29E-05		|
|		1040		|	1.45E-06		|	6.35E-06		|	5.29E-05		|
|		1050		|	1.34E-06		|	5.42E-06		|	5.29E-05		|
|		1060		|	1.42E-06		|	5.68E-06		|	5.29E-05		|
|		1070		|	1.43E-06		|	4.61E-06		|	5.29E-05		|
|		1080		|	1.40E-06		|	4.72E-06		|	5.29E-05		|
|		1090		|	1.38E-06		|	5.89E-06		|	5.29E-05		|
|		1100		|	1.42E-06		|	5.84E-06		|	5.29E-05		|
|		1110		|	1.42E-06		|	4.50E-06		|	5.29E-05		|
|		1120		|	1.40E-06		|	4.45E-06		|	1.67E-04		|
|		1130		|	1.46E-06		|	5.25E-06		|	1.67E-04		|
|		1140		|	1.41E-06		|	4.21E-06		|	1.67E-04		|
|		1150		|	1.38E-06		|	5.19E-06		|	1.67E-04		|
|		1160		|	1.39E-06		|	5.61E-06		|	1.67E-04		|
|		1170		|	1.43E-06		|	5.29E-06		|	1.67E-04		|
|		1180		|	1.44E-06		|	6.34E-06		|	1.67E-04		|
|		1190		|	1.39E-06		|	4.77E-06		|	1.67E-04		|
|		1200		|	1.40E-06		|	6.27E-06		|	1.67E-04		|
|		1210		|	1.42E-06		|	4.89E-06		|	1.67E-04		|
|		1220		|	1.40E-06		|	5.43E-06		|	1.67E-04		|
|		1230		|	1.37E-06		|	5.32E-06		|	1.67E-04		|
|		1240		|	1.40E-06		|	4.28E-06		|	1.67E-04		|
|		1250		|	1.45E-06		|	6.25E-06		|	1.67E-04		|
|		1260		|	1.41E-06		|	4.46E-06		|	1.67E-04		|
|		1270		|	1.39E-06		|	4.34E-06		|	1.67E-04		|
|		1280		|	1.40E-06		|	4.48E-06		|	1.67E-04		|
|		1290		|	1.39E-06		|	4.24E-06		|	1.67E-04		|
|		1300		|	1.39E-06		|	4.42E-06		|	1.67E-04		|
|		1310		|	1.41E-06		|	4.46E-06		|	1.67E-04		|
|		1320		|	1.45E-06		|	5.28E-06		|	1.67E-04		|
|		1330		|	1.42E-06		|	4.86E-06		|	1.67E-04		|
|		1340		|	1.40E-06		|	5.39E-06		|	1.67E-04		|
|		1350		|	1.43E-06		|	6.55E-06		|	1.67E-04		|
|		1360		|	1.38E-06		|	4.43E-06		|	1.67E-04		|
|		1370		|	1.39E-06		|	4.81E-06		|	1.67E-04		|
|		1380		|	1.39E-06		|	4.74E-06		|	1.67E-04		|
|		1390		|	1.40E-06		|	5.29E-06		|	1.67E-04		|
|		1400		|	1.42E-06		|	5.09E-06		|	1.67E-04		|
|		1410		|	1.45E-06		|	4.63E-06		|	1.67E-04		|
|		1420		|	1.40E-06		|	4.67E-06		|	1.67E-04		|
|		1430		|	1.42E-06		|	5.25E-06		|	1.67E-04		|
|		1440		|	1.40E-06		|	5.98E-06		|	1.67E-04		|
|		1450		|	1.45E-06		|	5.98E-06		|	1.67E-04		|
|		1460		|	1.40E-06		|	4.73E-06		|	1.67E-04		|
|		1470		|	1.41E-06		|	4.73E-06		|	1.67E-04		|
|		1480		|	1.41E-06		|	4.24E-06		|	1.67E-04		|
|		1490		|	1.38E-06		|	4.97E-06		|	1.67E-04		|
|		1500		|	1.40E-06		|	4.22E-06		|	1.67E-04		|
|		1510		|	1.40E-06		|	5.64E-06		|	1.67E-04		|
|		1520		|	1.06E-06		|	5.62E-06		|	1.67E-04		|
|		1530		|	1.40E-06		|	6.36E-06		|	1.67E-04		|
|		1540		|	1.42E-06		|	5.55E-06		|	1.67E-04		|
|		1550		|	1.42E-06		|	5.11E-06		|	1.67E-04		|
|		1560		|	1.41E-06		|	4.60E-06		|	1.67E-04		|
|		1570		|	1.40E-06		|	4.40E-06		|	1.67E-04		|
|		1580		|	1.41E-06		|	4.51E-06		|	1.67E-04		|
|		1590		|	1.40E-06		|	6.34E-06		|	1.67E-04		|
|		1600		|	1.39E-06		|	4.46E-06		|	1.67E-04		|
|		1610		|	1.45E-06		|	6.18E-06		|	1.67E-04		|
|		1620		|	1.39E-06		|	4.44E-06		|	1.67E-04		|
|		1630		|	1.43E-06		|	4.45E-06		|	1.67E-04		|
|		1640		|	1.38E-06		|	4.88E-06		|	1.67E-04		|
|		1650		|	1.41E-06		|	6.31E-06		|	1.67E-04		|
|		1660		|	1.41E-06		|	4.37E-06		|	1.67E-04		|
|		1670		|	9.84E-07		|	4.99E-06		|	1.67E-04		|
|		1680		|	1.38E-06		|	5.59E-06		|	1.67E-04		|
|		1690		|	1.40E-06		|	4.36E-06		|	1.67E-04		|
|		1700		|	1.39E-06		|	6.48E-06		|	1.67E-04		|
|		1710		|	1.23E-06		|	4.44E-06		|	1.67E-04		|
|		1720		|	1.42E-06		|	6.25E-06		|	1.67E-04		|
|		1730		|	1.39E-06		|	5.27E-06		|	1.67E-04		|
|		1740		|	1.39E-06		|	4.41E-06		|	1.67E-04		|
|		1750		|	1.43E-06		|	5.30E-06		|	1.67E-04		|
|		1760		|	1.42E-06		|	4.69E-06		|	1.67E-04		|
|		1770		|	1.41E-06		|	4.49E-06		|	1.67E-04		|
|		1780		|	1.41E-06		|	5.01E-06		|	1.67E-04		|
|		1790		|	1.42E-06		|	4.72E-06		|	1.67E-04		|
|		1800		|	1.41E-06		|	4.37E-06		|	1.67E-04		|
|		1810		|	1.40E-06		|	4.21E-06		|	1.67E-04		|
|		1820		|	1.40E-06		|	4.31E-06		|	1.67E-04		|
|		1830		|	1.39E-06		|	4.28E-06		|	1.67E-04		|
|		1840		|	1.39E-06		|	4.57E-06		|	1.67E-04		|
|		1850		|	1.38E-06		|	4.81E-06		|	1.67E-04		|
|		1860		|	5.11E-07		|	4.79E-06		|	1.67E-04		|
|		1870		|	1.44E-06		|	4.78E-06		|	1.67E-04		|
|		1880		|	1.41E-06		|	4.32E-06		|	1.67E-04		|
|		1890		|	1.38E-06		|	6.03E-06		|	1.67E-04		|
|		1900		|	1.42E-06		|	4.67E-06		|	1.67E-04		|
|		1910		|	1.40E-06		|	5.75E-06		|	1.67E-04		|
|		1920		|	1.45E-06		|	5.62E-06		|	1.67E-04		|
|		1930		|	1.40E-06		|	5.46E-06		|	1.67E-04		|
|		1940		|	1.38E-06		|	4.90E-06		|	1.67E-04		|
|		1950		|	1.39E-06		|	4.59E-06		|	1.67E-04		|
|		1960		|	1.41E-06		|	4.86E-06		|	1.67E-04		|
|		1970		|	1.39E-06		|	4.24E-06		|	1.67E-04		|
|		1980		|	1.40E-06		|	4.87E-06		|	1.67E-04		|
|		1990		|	1.39E-06		|	4.29E-06		|	1.67E-04		|
|		2000		|	1.39E-06		|	4.64E-06		|	1.67E-04		|
|		2010		|	1.42E-06		|	5.14E-06		|	1.67E-04		|
|		2020		|	1.39E-06		|	4.57E-06		|	1.67E-04		|
|		2030		|	1.40E-06		|	4.52E-06		|	1.67E-04		|
|		2040		|	1.43E-06		|	4.19E-06		|	1.67E-04		|
|		2050		|	1.38E-06		|	4.58E-06		|	1.67E-04		|
|		2060		|	1.39E-06		|	4.57E-06		|	1.67E-04		|
|		2070		|	6.46E-07		|	4.23E-06		|	1.67E-04		|
|		2080		|	1.40E-06		|	4.53E-06		|	1.67E-04		|
|		2090		|	1.41E-06		|	4.63E-06		|	1.67E-04		|
|		2100		|	4.56E-07		|	4.65E-06		|	1.67E-04		|
|		2110		|	1.38E-06		|	4.71E-06		|	1.67E-04		|
|		2120		|	1.40E-06		|	5.13E-06		|	1.67E-04		|
|		2130		|	1.40E-06		|	4.24E-06		|	1.67E-04		|
|		2140		|	1.43E-06		|	6.49E-06		|	1.67E-04		|
|		2150		|	1.39E-06		|	4.45E-06		|	1.67E-04		|
|		2160		|	1.39E-06		|	6.21E-06		|	1.67E-04		|
|		2170		|	1.41E-06		|	5.80E-06		|	1.67E-04		|
|		2180		|	1.41E-06		|	4.50E-06		|	1.67E-04		|
|		2190		|	1.43E-06		|	6.05E-06		|	1.67E-04		|
|		2200		|	1.39E-06		|	4.28E-06		|	1.67E-04		|
|		2210		|	1.38E-06		|	4.74E-06		|	1.67E-04		|
|		2220		|	1.40E-06		|	6.10E-06		|	1.67E-04		|
|		2230		|	1.39E-06		|	4.93E-06		|	1.67E-04		|
|		2240		|	1.39E-06		|	4.78E-06		|	1.67E-04		|
|		2250		|	1.46E-06		|	5.13E-06		|	1.67E-04		|
|		2260		|	1.38E-06		|	4.37E-06		|	1.67E-04		|
|		2270		|	1.38E-06		|	5.04E-06		|	1.67E-04		|
|		2280		|	1.39E-06		|	4.43E-06		|	1.67E-04		|
|		2290		|	1.08E-06		|	4.47E-06		|	1.67E-04		|
|		2300		|	1.40E-06		|	4.29E-06		|	1.67E-04		|
|		2310		|	1.19E-06		|	5.39E-06		|	1.67E-04		|
|		2320		|	1.39E-06		|	4.99E-06		|	1.67E-04		|
|		2330		|	1.40E-06		|	4.18E-06		|	1.67E-04		|
|		2340		|	1.39E-06		|	5.61E-06		|	1.67E-04		|
|		2350		|	1.38E-06		|	4.38E-06		|	1.67E-04		|
|		2360		|	1.43E-06		|	6.16E-06		|	1.67E-04		|
|		2370		|	1.42E-06		|	4.34E-06		|	1.67E-04		|
|		2380		|	1.40E-06		|	4.61E-06		|	1.67E-04		|
|		2390		|	1.43E-06		|	5.22E-06		|	1.67E-04		|
|		2400		|	1.43E-06		|	4.58E-06		|	1.67E-04		|
|		2410		|	1.40E-06		|	4.27E-06		|	1.67E-04		|
|		2420		|	1.40E-06		|	6.19E-06		|	1.67E-04		|
|		2430		|	1.45E-06		|	4.94E-06		|	1.67E-04		|
|		2440		|	1.41E-06		|	4.36E-06		|	1.67E-04		|
|		2450		|	1.40E-06		|	5.49E-06		|	1.67E-04		|
|		2460		|	1.41E-06		|	6.21E-06		|	1.67E-04		|
|		2470		|	1.38E-06		|	4.48E-06		|	1.67E-04		|
|		2480		|	1.39E-06		|	5.81E-06		|	1.67E-04		|
|		2490		|	1.39E-06		|	4.52E-06		|	1.67E-04		|
|		2500		|	1.38E-06		|	6.15E-06		|	1.67E-04		|
|		2510		|	1.13E-06		|	4.89E-06		|	1.67E-04		|
|		2520		|	1.40E-06		|	6.24E-06		|	1.67E-04		|
|		2530		|	1.44E-06		|	4.92E-06		|	1.67E-04		|
|		2540		|	1.40E-06		|	4.84E-06		|	1.67E-04		|
|		2550		|	1.39E-06		|	5.45E-06		|	1.67E-04		|
|		2560		|	1.42E-06		|	4.49E-06		|	1.67E-04		|
|		2570		|	1.40E-06		|	4.58E-06		|	1.67E-04		|
|		2580		|	1.49E-06		|	6.30E-06		|	1.67E-04		|
|		2590		|	1.39E-06		|	4.51E-06		|	1.67E-04		|
|		2600		|	1.41E-06		|	5.72E-06		|	1.67E-04		|
|		2610		|	1.41E-06		|	4.41E-06		|	1.67E-04		|
|		2620		|	1.43E-06		|	4.42E-06		|	1.67E-04		|
|		2630		|	1.14E-06		|	4.54E-06		|	1.67E-04		|
|		2640		|	1.40E-06		|	4.36E-06		|	1.67E-04		|
|		2650		|	1.40E-06		|	5.60E-06		|	1.67E-04		|
|		2660		|	1.40E-06		|	6.42E-06		|	1.67E-04		|
|		2670		|	1.41E-06		|	6.18E-06		|	1.67E-04		|
|		2680		|	1.41E-06		|	4.40E-06		|	1.67E-04		|
|		2690		|	1.39E-06		|	4.24E-06		|	1.67E-04		|
|		2700		|	1.45E-06		|	6.21E-06		|	1.67E-04		|
|		2710		|	1.39E-06		|	4.33E-06		|	1.67E-04		|
|		2720		|	1.39E-06		|	4.08E-06		|	1.67E-04		|
|		2730		|	1.40E-06		|	5.64E-06		|	1.67E-04		|
|		2740		|	1.40E-06		|	4.28E-06		|	1.67E-04		|
|		2750		|	1.38E-06		|	4.33E-06		|	1.67E-04		|
|		2760		|	1.39E-06		|	5.94E-06		|	1.67E-04		|
|		2770		|	1.39E-06		|	5.07E-06		|	1.67E-04		|
|		2780		|	1.37E-06		|	5.31E-06		|	1.67E-04		|
|		2790		|	1.41E-06		|	4.76E-06		|	1.67E-04		|
|		2800		|	1.38E-06		|	5.36E-06		|	1.67E-04		|
|		2810		|	1.42E-06		|	4.43E-06		|	1.67E-04		|
|		2820		|	1.40E-06		|	4.42E-06		|	1.67E-04		|
|		2830		|	1.47E-06		|	5.60E-06		|	1.67E-04		|
|		2840		|	1.43E-06		|	4.56E-06		|	1.67E-04		|
|		2850		|	1.40E-06		|	4.29E-06		|	1.67E-04		|
|		2860		|	1.39E-06		|	4.79E-06		|	1.67E-04		|
|		2870		|	1.38E-06		|	4.63E-06		|	1.67E-04		|
|		2880		|	1.40E-06		|	6.02E-06		|	1.67E-04		|
|		2890		|	1.39E-06		|	5.64E-06		|	1.67E-04		|
|		2900		|	1.41E-06		|	4.12E-06		|	1.67E-04		|
|		2910		|	1.39E-06		|	4.35E-06		|	1.67E-04		|
|		2920		|	1.45E-06		|	5.88E-06		|	1.67E-04		|
|		2930		|	1.40E-06		|	5.02E-06		|	1.67E-04		|
|		2940		|	1.40E-06		|	5.11E-06		|	1.67E-04		|
|		2950		|	1.39E-06		|	4.22E-06		|	1.67E-04		|
|		2960		|	1.46E-06		|	4.72E-06		|	1.67E-04		|
|		2970		|	1.39E-06		|	4.40E-06		|	1.67E-04		|
|		2980		|	1.43E-06		|	4.99E-06		|	1.67E-04		|
|		2990		|	1.39E-06		|	4.57E-06		|	1.67E-04		|
|		3000		|	1.38E-06		|	5.27E-06		|	1.67E-04		|
|		3010		|	1.42E-06		|	6.41E-06		|	1.67E-04		|
|		3020		|	1.36E-06		|	4.84E-06		|	1.67E-04		|
|		3030		|	1.44E-06		|	5.57E-06		|	1.67E-04		|
|		3040		|	1.43E-06		|	4.69E-06		|	1.67E-04		|
|		3050		|	1.38E-06		|	5.61E-06		|	1.67E-04		|
|		3060		|	1.41E-06		|	6.28E-06		|	1.67E-04		|
|		3070		|	1.41E-06		|	6.37E-06		|	1.67E-04		|
|		3080		|	1.08E-06		|	5.09E-06		|	1.67E-04		|
|		3090		|	1.42E-06		|	4.34E-06		|	1.67E-04		|
|		3100		|	1.41E-06		|	5.95E-06		|	1.67E-04		|
|		3110		|	1.40E-06		|	4.37E-06		|	1.67E-04		|
|		3120		|	1.39E-06		|	5.95E-06		|	1.67E-04		|
|		3130		|	1.42E-06		|	4.60E-06		|	1.67E-04		|
|		3140		|	1.38E-06		|	5.02E-06		|	1.67E-04		|
|		3150		|	1.40E-06		|	4.71E-06		|	1.67E-04		|
|		3160		|	1.39E-06		|	4.74E-06		|	1.67E-04		|
|		3170		|	1.42E-06		|	6.43E-06		|	1.67E-04		|
|		3180		|	1.42E-06		|	4.50E-06		|	1.67E-04		|
|		3190		|	1.42E-06		|	6.51E-06		|	1.67E-04		|
|		3200		|	1.38E-06		|	4.51E-06		|	1.67E-04		|
|		3210		|	1.40E-06		|	4.85E-06		|	1.67E-04		|
|		3220		|	1.42E-06		|	4.94E-06		|	1.67E-04		|
|		3230		|	1.44E-06		|	4.47E-06		|	1.67E-04		|
|		3240		|	9.26E-07		|	5.54E-06		|	1.67E-04		|
|		3250		|	1.39E-06		|	4.19E-06		|	1.67E-04		|
|		3260		|	1.42E-06		|	5.91E-06		|	1.67E-04		|
|		3270		|	1.41E-06		|	4.42E-06		|	1.67E-04		|
|		3280		|	1.45E-06		|	5.54E-06		|	1.67E-04		|
|		3290		|	1.38E-06		|	5.52E-06		|	1.67E-04		|
|		3300		|	1.40E-06		|	4.99E-06		|	1.67E-04		|
|		3310		|	1.40E-06		|	5.83E-06		|	1.67E-04		|
|		3320		|	1.43E-06		|	6.10E-06		|	1.67E-04		|
|		3330		|	1.38E-06		|	4.32E-06		|	1.67E-04		|
|		3340		|	1.38E-06		|	4.18E-06		|	1.67E-04		|
|		3350		|	1.43E-06		|	4.40E-06		|	1.67E-04		|
|		3360		|	1.42E-06		|	5.00E-06		|	1.67E-04		|
|		3370		|	1.39E-06		|	4.35E-06		|	1.67E-04		|
|		3380		|	1.40E-06		|	5.78E-06		|	1.67E-04		|
|		3390		|	1.41E-06		|	4.58E-06		|	1.67E-04		|
|		3400		|	1.40E-06		|	4.40E-06		|	1.67E-04		|
|		3410		|	1.41E-06		|	6.14E-06		|	1.67E-04		|
|		3420		|	1.41E-06		|	5.69E-06		|	1.67E-04		|
|		3430		|	1.39E-06		|	6.16E-06		|	1.67E-04		|
|		3440		|	1.41E-06		|	4.62E-06		|	1.67E-04		|
|		3450		|	1.39E-06		|	4.85E-06		|	1.67E-04		|
|		3460		|	1.39E-06		|	5.40E-06		|	1.67E-04		|
|		3470		|	1.41E-06		|	4.32E-06		|	1.67E-04		|
|		3480		|	1.40E-06		|	5.71E-06		|	1.67E-04		|
|		3490		|	1.42E-06		|	4.21E-06		|	1.67E-04		|
|		3500		|	1.39E-06		|	4.23E-06		|	1.67E-04		|
|		3510		|	1.39E-06		|	5.42E-06		|	1.67E-04		|
|		3520		|	1.40E-06		|	4.91E-06		|	1.67E-04		|
|		3530		|	1.40E-06		|	4.88E-06		|	1.67E-04		|
|		3540		|	1.39E-06		|	4.84E-06		|	1.67E-04		|
|		3550		|	1.39E-06		|	4.25E-06		|	1.67E-04		|
|		3560		|	1.45E-06		|	4.69E-06		|	1.67E-04		|
|		3570		|	1.40E-06		|	4.59E-06		|	1.67E-04		|
|		3580		|	1.44E-06		|	6.32E-06		|	1.67E-04		|
|		3590		|	1.44E-06		|	6.51E-06		|	1.67E-04		|
